id,item_id,dept_id,cat_id,store_id,state_id,d_1928,d_1929,d_1930,d_1931,d_1932,d_1933,d_1934,d_1935,d_1936,d_1937,d_1938,d_1939,d_1940,d_1941
HOBBIES_1_409_TX_3_evaluation,HOBBIES_1_409,HOBBIES_1,HOBBIES,TX_3,TX,2,1,0,0,0,1,1,1,1,0,0,1,0,0
HOBBIES_1_410_TX_3_evaluation,HOBBIES_1_410,HOBBIES_1,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,1,1,0,1,0,1,0
HOBBIES_1_411_TX_3_evaluation,HOBBIES_1_411,HOBBIES_1,HOBBIES,TX_3,TX,1,1,1,1,0,1,1,1,0,0,0,0,1,1
HOBBIES_1_412_TX_3_evaluation,HOBBIES_1_412,HOBBIES_1,HOBBIES,TX_3,TX,1,1,1,0,0,1,0,1,0,0,0,1,1,1
HOBBIES_1_413_TX_3_evaluation,HOBBIES_1_413,HOBBIES_1,HOBBIES,TX_3,TX,3,2,3,3,2,3,3,2,2,2,2,3,3,3
HOBBIES_1_414_TX_3_evaluation,HOBBIES_1_414,HOBBIES_1,HOBBIES,TX_3,TX,1,1,1,1,1,2,2,1,1,1,1,1,1,2
HOBBIES_1_415_TX_3_evaluation,HOBBIES_1_415,HOBBIES_1,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_416_TX_3_evaluation,HOBBIES_1_416,HOBBIES_1,HOBBIES,TX_3,TX,1,1,1,1,1,2,2,2,1,1,1,1,2,2
HOBBIES_1_417_TX_3_evaluation,HOBBIES_1_417,HOBBIES_1,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,0,1,1,1,1,1,1
HOBBIES_1_418_TX_3_evaluation,HOBBIES_1_418,HOBBIES_1,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_419_TX_3_evaluation,HOBBIES_1_419,HOBBIES_1,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_420_TX_3_evaluation,HOBBIES_1_420,HOBBIES_1,HOBBIES,TX_3,TX,2,1,1,1,1,2,2,1,1,2,1,2,2,2
HOBBIES_1_421_TX_3_evaluation,HOBBIES_1_421,HOBBIES_1,HOBBIES,TX_3,TX,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HOBBIES_1_422_TX_3_evaluation,HOBBIES_1_422,HOBBIES_1,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_423_TX_3_evaluation,HOBBIES_1_423,HOBBIES_1,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HOBBIES_1_424_TX_3_evaluation,HOBBIES_1_424,HOBBIES_1,HOBBIES,TX_3,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_001_TX_3_evaluation,HOBBIES_2_001,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_002_TX_3_evaluation,HOBBIES_2_002,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,1,0,0,1,0,0,1,0,0,0,0
HOBBIES_2_003_TX_3_evaluation,HOBBIES_2_003,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_004_TX_3_evaluation,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX_3,TX,0,0,1,1,0,0,1,1,1,1,1,0,0,1
HOBBIES_2_005_TX_3_evaluation,HOBBIES_2_005,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_006_TX_3_evaluation,HOBBIES_2_006,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_007_TX_3_evaluation,HOBBIES_2_007,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_008_TX_3_evaluation,HOBBIES_2_008,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_009_TX_3_evaluation,HOBBIES_2_009,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_010_TX_3_evaluation,HOBBIES_2_010,HOBBIES_2,HOBBIES,TX_3,TX,0,1,0,0,1,1,1,0,0,1,0,1,1,1
HOBBIES_2_011_TX_3_evaluation,HOBBIES_2_011,HOBBIES_2,HOBBIES,TX_3,TX,1,1,1,1,1,1,1,0,1,1,1,1,1,1
HOBBIES_2_012_TX_3_evaluation,HOBBIES_2_012,HOBBIES_2,HOBBIES,TX_3,TX,1,2,2,2,2,2,2,2,2,2,2,2,2,2
HOBBIES_2_013_TX_3_evaluation,HOBBIES_2_013,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_014_TX_3_evaluation,HOBBIES_2_014,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_015_TX_3_evaluation,HOBBIES_2_015,HOBBIES_2,HOBBIES,TX_3,TX,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_016_TX_3_evaluation,HOBBIES_2_016,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_017_TX_3_evaluation,HOBBIES_2_017,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_018_TX_3_evaluation,HOBBIES_2_018,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_019_TX_3_evaluation,HOBBIES_2_019,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_020_TX_3_evaluation,HOBBIES_2_020,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_021_TX_3_evaluation,HOBBIES_2_021,HOBBIES_2,HOBBIES,TX_3,TX,0,1,0,0,0,1,0,0,0,0,0,0,1,0
HOBBIES_2_022_TX_3_evaluation,HOBBIES_2_022,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_023_TX_3_evaluation,HOBBIES_2_023,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,1,1,0,0,0,0,1,0,0,0,0
HOBBIES_2_024_TX_3_evaluation,HOBBIES_2_024,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HOBBIES_2_025_TX_3_evaluation,HOBBIES_2_025,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_026_TX_3_evaluation,HOBBIES_2_026,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,0,1,0,0,1,0,0,0,0,0,1
HOBBIES_2_027_TX_3_evaluation,HOBBIES_2_027,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_028_TX_3_evaluation,HOBBIES_2_028,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,0,0,1,1,0,0,0,0,0,1
HOBBIES_2_029_TX_3_evaluation,HOBBIES_2_029,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_030_TX_3_evaluation,HOBBIES_2_030,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_031_TX_3_evaluation,HOBBIES_2_031,HOBBIES_2,HOBBIES,TX_3,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_032_TX_3_evaluation,HOBBIES_2_032,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,1,1,1,0,1,1,0
HOBBIES_2_033_TX_3_evaluation,HOBBIES_2_033,HOBBIES_2,HOBBIES,TX_3,TX,1,1,2,1,1,2,1,1,1,1,1,1,1,1
HOBBIES_2_034_TX_3_evaluation,HOBBIES_2_034,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_035_TX_3_evaluation,HOBBIES_2_035,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_036_TX_3_evaluation,HOBBIES_2_036,HOBBIES_2,HOBBIES,TX_3,TX,2,2,2,2,1,2,2,2,1,2,1,1,1,1
HOBBIES_2_037_TX_3_evaluation,HOBBIES_2_037,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_038_TX_3_evaluation,HOBBIES_2_038,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_039_TX_3_evaluation,HOBBIES_2_039,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HOBBIES_2_040_TX_3_evaluation,HOBBIES_2_040,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_041_TX_3_evaluation,HOBBIES_2_041,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_042_TX_3_evaluation,HOBBIES_2_042,HOBBIES_2,HOBBIES,TX_3,TX,2,2,2,2,2,2,2,2,2,2,2,2,2,2
HOBBIES_2_043_TX_3_evaluation,HOBBIES_2_043,HOBBIES_2,HOBBIES,TX_3,TX,1,3,2,2,3,3,3,2,3,2,2,3,3,3
HOBBIES_2_044_TX_3_evaluation,HOBBIES_2_044,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_045_TX_3_evaluation,HOBBIES_2_045,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HOBBIES_2_046_TX_3_evaluation,HOBBIES_2_046,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_047_TX_3_evaluation,HOBBIES_2_047,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_048_TX_3_evaluation,HOBBIES_2_048,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_049_TX_3_evaluation,HOBBIES_2_049,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_050_TX_3_evaluation,HOBBIES_2_050,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_051_TX_3_evaluation,HOBBIES_2_051,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_052_TX_3_evaluation,HOBBIES_2_052,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_053_TX_3_evaluation,HOBBIES_2_053,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_054_TX_3_evaluation,HOBBIES_2_054,HOBBIES_2,HOBBIES,TX_3,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_055_TX_3_evaluation,HOBBIES_2_055,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_056_TX_3_evaluation,HOBBIES_2_056,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_057_TX_3_evaluation,HOBBIES_2_057,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_058_TX_3_evaluation,HOBBIES_2_058,HOBBIES_2,HOBBIES,TX_3,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_059_TX_3_evaluation,HOBBIES_2_059,HOBBIES_2,HOBBIES,TX_3,TX,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
HOBBIES_2_060_TX_3_evaluation,HOBBIES_2_060,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,0,1,0,0,1,0,0,0,0,1,1
HOBBIES_2_061_TX_3_evaluation,HOBBIES_2_061,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_062_TX_3_evaluation,HOBBIES_2_062,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_063_TX_3_evaluation,HOBBIES_2_063,HOBBIES_2,HOBBIES,TX_3,TX,1,0,0,1,0,0,0,0,0,1,1,0,0,1
HOBBIES_2_064_TX_3_evaluation,HOBBIES_2_064,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,0,1,1,1,1,0,1,1,1,1,1
HOBBIES_2_065_TX_3_evaluation,HOBBIES_2_065,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_066_TX_3_evaluation,HOBBIES_2_066,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_067_TX_3_evaluation,HOBBIES_2_067,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_068_TX_3_evaluation,HOBBIES_2_068,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_069_TX_3_evaluation,HOBBIES_2_069,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_070_TX_3_evaluation,HOBBIES_2_070,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_071_TX_3_evaluation,HOBBIES_2_071,HOBBIES_2,HOBBIES,TX_3,TX,0,1,0,0,0,1,0,0,0,1,0,0,1,0
HOBBIES_2_072_TX_3_evaluation,HOBBIES_2_072,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_073_TX_3_evaluation,HOBBIES_2_073,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,1,0,0,0,0,0,0,1,1,-1
HOBBIES_2_074_TX_3_evaluation,HOBBIES_2_074,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_075_TX_3_evaluation,HOBBIES_2_075,HOBBIES_2,HOBBIES,TX_3,TX,2,2,2,1,2,2,2,2,2,2,2,2,1,1
HOBBIES_2_076_TX_3_evaluation,HOBBIES_2_076,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,1,1,1,0,0,1,1,1,1,1
HOBBIES_2_077_TX_3_evaluation,HOBBIES_2_077,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_078_TX_3_evaluation,HOBBIES_2_078,HOBBIES_2,HOBBIES,TX_3,TX,-1,3,3,3,2,3,4,3,3,3,2,3,4,2
HOBBIES_2_079_TX_3_evaluation,HOBBIES_2_079,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_080_TX_3_evaluation,HOBBIES_2_080,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_081_TX_3_evaluation,HOBBIES_2_081,HOBBIES_2,HOBBIES,TX_3,TX,1,1,1,1,1,1,1,1,1,1,1,0,1,0
HOBBIES_2_082_TX_3_evaluation,HOBBIES_2_082,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,1,0,1,1,0,0,0,1
HOBBIES_2_083_TX_3_evaluation,HOBBIES_2_083,HOBBIES_2,HOBBIES,TX_3,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_084_TX_3_evaluation,HOBBIES_2_084,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_085_TX_3_evaluation,HOBBIES_2_085,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HOBBIES_2_086_TX_3_evaluation,HOBBIES_2_086,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_087_TX_3_evaluation,HOBBIES_2_087,HOBBIES_2,HOBBIES,TX_3,TX,1,0,1,0,1,1,1,1,0,1,0,1,0,0
HOBBIES_2_088_TX_3_evaluation,HOBBIES_2_088,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_089_TX_3_evaluation,HOBBIES_2_089,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,1,1,0,1,0,0,0,1
HOBBIES_2_090_TX_3_evaluation,HOBBIES_2_090,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_091_TX_3_evaluation,HOBBIES_2_091,HOBBIES_2,HOBBIES,TX_3,TX,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_092_TX_3_evaluation,HOBBIES_2_092,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_093_TX_3_evaluation,HOBBIES_2_093,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,1,0,0,0,0,0,0,1,1,0,0
HOBBIES_2_094_TX_3_evaluation,HOBBIES_2_094,HOBBIES_2,HOBBIES,TX_3,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_095_TX_3_evaluation,HOBBIES_2_095,HOBBIES_2,HOBBIES,TX_3,TX,0,1,0,1,0,0,0,1,0,1,1,1,1,1
HOBBIES_2_096_TX_3_evaluation,HOBBIES_2_096,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_097_TX_3_evaluation,HOBBIES_2_097,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_098_TX_3_evaluation,HOBBIES_2_098,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,1,1,1,1,1,1,0,0,1,0
HOBBIES_2_099_TX_3_evaluation,HOBBIES_2_099,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_100_TX_3_evaluation,HOBBIES_2_100,HOBBIES_2,HOBBIES,TX_3,TX,0,1,0,0,0,0,0,0,1,0,0,0,0,0
HOBBIES_2_101_TX_3_evaluation,HOBBIES_2_101,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_102_TX_3_evaluation,HOBBIES_2_102,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_103_TX_3_evaluation,HOBBIES_2_103,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_104_TX_3_evaluation,HOBBIES_2_104,HOBBIES_2,HOBBIES,TX_3,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_105_TX_3_evaluation,HOBBIES_2_105,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_106_TX_3_evaluation,HOBBIES_2_106,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_107_TX_3_evaluation,HOBBIES_2_107,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_108_TX_3_evaluation,HOBBIES_2_108,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_109_TX_3_evaluation,HOBBIES_2_109,HOBBIES_2,HOBBIES,TX_3,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_110_TX_3_evaluation,HOBBIES_2_110,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_111_TX_3_evaluation,HOBBIES_2_111,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_112_TX_3_evaluation,HOBBIES_2_112,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_113_TX_3_evaluation,HOBBIES_2_113,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_114_TX_3_evaluation,HOBBIES_2_114,HOBBIES_2,HOBBIES,TX_3,TX,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_115_TX_3_evaluation,HOBBIES_2_115,HOBBIES_2,HOBBIES,TX_3,TX,1,2,2,2,2,2,2,1,2,2,2,1,1,1
HOBBIES_2_116_TX_3_evaluation,HOBBIES_2_116,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_117_TX_3_evaluation,HOBBIES_2_117,HOBBIES_2,HOBBIES,TX_3,TX,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_118_TX_3_evaluation,HOBBIES_2_118,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_119_TX_3_evaluation,HOBBIES_2_119,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_120_TX_3_evaluation,HOBBIES_2_120,HOBBIES_2,HOBBIES,TX_3,TX,2,2,2,2,1,1,1,2,2,2,1,1,1,1
HOBBIES_2_121_TX_3_evaluation,HOBBIES_2_121,HOBBIES_2,HOBBIES,TX_3,TX,4,1,1,0,0,0,0,0,0,1,1,0,1,1
HOBBIES_2_122_TX_3_evaluation,HOBBIES_2_122,HOBBIES_2,HOBBIES,TX_3,TX,0,0,1,0,1,1,0,1,1,1,0,0,0,0
HOBBIES_2_123_TX_3_evaluation,HOBBIES_2_123,HOBBIES_2,HOBBIES,TX_3,TX,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HOBBIES_2_124_TX_3_evaluation,HOBBIES_2_124,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_125_TX_3_evaluation,HOBBIES_2_125,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_126_TX_3_evaluation,HOBBIES_2_126,HOBBIES_2,HOBBIES,TX_3,TX,0,1,1,1,0,2,2,1,2,2,1,1,1,2
HOBBIES_2_127_TX_3_evaluation,HOBBIES_2_127,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_128_TX_3_evaluation,HOBBIES_2_128,HOBBIES_2,HOBBIES,TX_3,TX,2,1,1,1,0,0,0,0,0,1,0,0,0,0
HOBBIES_2_129_TX_3_evaluation,HOBBIES_2_129,HOBBIES_2,HOBBIES,TX_3,TX,1,0,0,1,0,0,2,0,0,1,0,2,0,0
HOBBIES_2_130_TX_3_evaluation,HOBBIES_2_130,HOBBIES_2,HOBBIES,TX_3,TX,1,1,1,1,1,1,1,1,1,0,1,1,1,1
HOBBIES_2_131_TX_3_evaluation,HOBBIES_2_131,HOBBIES_2,HOBBIES,TX_3,TX,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1
HOBBIES_2_132_TX_3_evaluation,HOBBIES_2_132,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_133_TX_3_evaluation,HOBBIES_2_133,HOBBIES_2,HOBBIES,TX_3,TX,1,0,0,0,0,1,1,1,0,0,1,0,0,1
HOBBIES_2_134_TX_3_evaluation,HOBBIES_2_134,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_135_TX_3_evaluation,HOBBIES_2_135,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_136_TX_3_evaluation,HOBBIES_2_136,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,1,0,0,0,1,0,1,0,0,0,0
HOBBIES_2_137_TX_3_evaluation,HOBBIES_2_137,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_138_TX_3_evaluation,HOBBIES_2_138,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_139_TX_3_evaluation,HOBBIES_2_139,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HOBBIES_2_140_TX_3_evaluation,HOBBIES_2_140,HOBBIES_2,HOBBIES,TX_3,TX,0,2,3,3,3,4,3,2,2,4,3,3,2,2
HOBBIES_2_141_TX_3_evaluation,HOBBIES_2_141,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_142_TX_3_evaluation,HOBBIES_2_142,HOBBIES_2,HOBBIES,TX_3,TX,4,1,2,2,2,1,2,0,3,2,2,2,2,2
HOBBIES_2_143_TX_3_evaluation,HOBBIES_2_143,HOBBIES_2,HOBBIES,TX_3,TX,1,5,6,9,12,15,22,24,36,34,48,58,50,63
HOBBIES_2_144_TX_3_evaluation,HOBBIES_2_144,HOBBIES_2,HOBBIES,TX_3,TX,0,0,1,1,0,0,0,0,0,1,1,0,1,0
HOBBIES_2_145_TX_3_evaluation,HOBBIES_2_145,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_146_TX_3_evaluation,HOBBIES_2_146,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_2_147_TX_3_evaluation,HOBBIES_2_147,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,1,1,1,0,0,0,0,0,0,0
HOBBIES_2_148_TX_3_evaluation,HOBBIES_2_148,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HOBBIES_2_149_TX_3_evaluation,HOBBIES_2_149,HOBBIES_2,HOBBIES,TX_3,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
